sample,tracer,observed,predicted,residual
mel57,K,0.994825580043905,0.9932003286440032,0.0016252513999017726
mel57,Ti,0.9991162936198479,0.9955372002984588,0.0035790933213890597
mel57,y,-0.9787559783593064,-0.9819019815231984,0.0031460031638920194
mel57,C_star,0.897614334520866,0.8954052340931926,0.002209100427673416
mel58,L,0.9297334126758598,0.9330262439138857,-0.0032928312380258173
mel58,h,1.0002408025654166,0.9966870797707666,0.0035537227946499383
mel58,Si,0.9986335188405359,0.9965126955947354,0.0021208232458004295
mel58,Zn,0.9783741313853375,0.9954708111391194,-0.01709667975378193
mel58,Mn,0.9722059720937324,0.9703948688417594,0.0018111032519729786
mel58,K,0.9903898510860432,0.986176839386893,0.004213011699150115
mel58,Ti,0.9936664712181157,0.9918013977168442,0.0018650735012715192
mel58,y,-0.9870759168488912,-0.9883388719310005,0.0012629550821092739
mel58,C_star,0.8589738960478007,0.8599635603532356,-0.0009896643054349008
mel59,L,0.9103092019045858,0.9028380427620742,0.007471159142511508
mel59,h,0.9971052329092153,0.9908398974130023,0.006265335496212998
mel59,Si,0.9853276848919548,0.9912470854017134,-0.005919400509758588
mel59,Zn,1.0000829177264312,0.9967813497676556,0.003301567958775564
mel59,Mn,0.9771106691268757,0.9742237779077866,0.0028868912190891383
mel59,K,0.9684798103276374,0.9700754613914648,-0.001595651063827419
mel59,Ti,0.9759702542621723,0.9873814805932392,-0.011411226331066837
mel59,y,-0.9947231041473833,-0.9930219311485884,-0.0017011729987949087
mel59,C_star,0.8253070518139974,0.8296454640992605,-0.004338412285263105
mel60,L,0.966961842348006,0.9758468754970904,-0.008885033149084398
mel60,h,0.9955824613733267,0.9939214493701984,0.0016610120031282927
mel60,Si,0.9965333683576263,0.9956547408906338,0.0008786274669925209
mel60,Zn,0.9777495404421931,0.9783289546852033,-0.0005794142430102234
mel60,Mn,0.9521436516177895,0.9536733407410063,-0.0015296891232168264
mel60,K,0.9848329963733681,0.9838224392008833,0.0010105571724847717
mel60,Ti,0.981617951057187,0.9735276663486004,0.008090284708586526
mel60,y,-0.9661380711143273,-0.9710444507576413,0.004906379643314085
mel60,C_star,0.9540117209737271,0.9488585351399854,0.005153185833741691
mel61,L,0.9575383507921652,0.9642690209895591,-0.006730670197393929
mel61,h,1.0024247729293447,0.9984028930101354,0.004021879919209326
mel61,Si,0.9996090866807873,0.9967630008048941,0.0028460858758931895
mel61,Zn,0.9884531171263191,0.9936864029964219,-0.005233285870102744
mel61,Mn,1.0033478537170506,0.9987543963898186,0.004593457327232042
mel61,K,0.9949812174675772,0.9953910580265196,-0.00040984055894244253
mel61,Ti,1.001861841374028,0.9985506482359252,0.003311193138102686
mel61,y,-0.9749555036338942,-0.9794042996296013,0.004448795995707133
mel61,C_star,0.9119290764718723,0.908777506934081,0.0031515695377912767
mel62,L,0.9210919136675102,0.9276098368576515,-0.006517923190141328
mel62,h,1.000204294630433,0.9968564491519376,0.003347845478495426
mel62,Si,0.998741886336933,0.9968520425541063,0.001889843782826639
mel62,Zn,0.9800025514854415,0.9963354012035883,-0.016332849718146858
mel62,Mn,0.9664042876117633,0.9653612831685121,0.0010430044432512275
mel62,K,0.9918846857240092,0.9856036447792075,0.006281040944801752
mel62,Ti,0.9949997528698933,0.9914767422588963,0.003523010610997024
mel62,y,-0.9876707818473293,-0.9903360106669309,0.0026652288196016283
mel62,C_star,0.8502536347750935,0.8495728185231466,0.0006808162519469363
mel63,L,0.8920267951459406,0.8896806278103858,0.0023461673355548163
mel63,h,0.9941143199054749,0.9873126044550319,0.006801715450443058
